,Year,Type,Country,Area,Location,Activity,Sex ,Injury,Time,Fatal,NotFatal,Species,Season
616,2013,Unprovoked,USA,Florida,"Destin, Okaloosa County",Wading,M,Lacerations to  right forearm,unknown,0,1,unknown,aut
602,2013,Provoked,BAHAMAS,unknown,Off Cape Eleuthera,Shark fishing,M,Injuries to arm & leg by hooked shark   PROVOKED INCIDENT,Morning,0,1,tiger,aut
697,2013,Unprovoked,AUSTRALIA,Western Australia,African Reef off Geraldton,Spearfishing,M,Laceration to left hand,Afternoon,0,1,white,spr
698,2013,Unprovoked,PHILIPPINES,Palawan,Off Likas Island,Swimming to shore with floatioon devices after boat engine conked out,M,Minor leg injuries,Morning,0,1,unknown,spr
703,2013,Unprovoked,USA,Florida,"""Stuart Rocks"", Martin County",Surfing,M,Lacerations to right hand,Afternoon,0,1,unknown,win
594,2013,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,Right foot bitten,unknown,0,1,whaler,win
686,2013,Unprovoked,FRENCH POLYNESIA,Tuamotus,"North Pass, Fakarava",Kite boarding,M,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds",unknown,0,1,unknown,spr
704,2013,Unprovoked,FRENCH POLYNESIA,Society Islands,"Tapu, a dive site on the outer reefs of Bora Bora",Scuba diving,M,Lacerations to right arm & thigh,unknown,0,1,unknown,win
624,2013,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",unknown,F,No details,unknown,unknown,unknown,unknown,aut
614,2013,Unprovoked,AUSTRALIA,Western Australia,"Off Poison Creek, Cape Arid",Diving for Abalone,M,"Injuries to torso, head and face",Morning,0,1,bull,aut
677,2013,Unprovoked,REUNION,Saint-Gilles,Brisant Beach,Body boarding,M,FATAL,Afternoon,1,0,nurse,spr
603,2013,Unprovoked,USA,New Jersey,"Bay Head, Ocean County",Body boarding,M,"No injury, swim fin bitten",Afternoon,0,1,bull,aut
604,2013,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,Foot bitten,Afternoon,0,1,bull,aut
615,2013,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,Laceration to thigh,Afternoon,0,1,unknown,aut
669,2013,Provoked,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County",Fishing for sharks,M,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,Afternoon,0,1,tiger,sum
670,2013,Unprovoked,AUSTRALIA,New South Wales,Target Beach,Surfing,M,"No injury, board damaged",Morning,0,1,unknown,sum
711,2013,Unprovoked,AUSTRALIA,Western Australia,Near Legendre Island,Spearfishing / Free diving,M,Calf & shin bitten ,Afternoon,0,1,blacktip,win
595,2013,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,M,"Puncture wounds to hand, laceration to leg",unknown,0,1,unknown,win
678,2013,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,Lacerations to left foot and ankle,unknown,0,1,tiger,spr
687,2013,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Swimming,M,Lacerations to hand,Afternoon,0,1,unknown,spr
699,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,M,Injuries to arms & hands,Morning,0,1,unknown,spr
658,2013,Unprovoked,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Body surfing,M,"No injury, holes in wetsuit ",Afternoon,0,1,white,sum
596,2013,Unprovoked,USA,Hawaii,"Between  Makena & Molokini, Maui",Kayaking / Fishing,M,FATAL,Afternoon,1,0,bull,win
689,2013,Unprovoked,USA,Hawaii,Kaanapali Shores,Surfing,M,Right thigh bitten,Afternoon,0,1,bull,spr
705,2013,Unprovoked,JAMAICA,Kingston Parish,Pedro Cays,unknown,M,Knee bitten,Afternoon,0,1,bull,win
619,2013,Unprovoked,USA,Florida,"Panama City, Bay County",Standing,M,Laceration and puncture wounds to ankle,Afternoon,0,1,unknown,aut
635,2013,Unprovoked,USA,Florida,"Winterhaven Park,           Ponce Inlet, Volusia County",Boogie boarding,F,Minor injury to left lower leg & heel,Afternoon,0,1,bull,sum
636,2013,Unprovoked,AUSTRALIA,New South Wales,Smiths,Wrangling a shark,M,Lacerations to left forearm,Afternoon,0,1,tiger,sum
620,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,Lacerations to right foot,Morning,0,1,unknown,aut
621,2013,Unprovoked,USA,Florida,"Carlin Park, Jupiter, Palm Beach County",Surfing,M,Lacerations to left foream,Afternoon,0,1,wobbegong,aut
637,2013,Unprovoked,USA,Hawaii,Pohoiki ,Surfing,M,Lacerations to buttocks & thigh,Afternoon,0,1,unknown,sum
622,2013,Unprovoked,USA,Florida,"Casino Beach, Pensacola, Escambia County",Swimming,M,Lacerations to right foot,Morning,0,1,small,aut
639,2013,Unprovoked,USA,Hawaii,"Makenat, Maui",Snorkeling,F,FATAL,Afternoon,1,0,unknown,sum
640,2013,Unprovoked,USA,Hawaii,"Ka'a Point, Maui",Kiteboarding,F,No injury & not on board. Board adrift when bitten by shark,Afternoon,0,1,unknown,sum
623,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,F,Heel bitten,unknown,0,1,unknown,aut
625,2013,Provoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,M,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT,unknown,0,1,unknown,aut
626,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Standing,M,"Minor injury, shin bitten",Morning,0,1,unknown,aut
643,2013,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Fishing,M,Minor injury to foot & shin,unknown,0,1,nurse,sum
627,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,Shoulder bitten,Morning,0,1,unknown,aut
628,2013,Provoked,USA,Florida,Key West Aquarium,unknown,M,Arm bitten by captive shark PROVOKED INCIDENT,unknown,0,1,unknown,aut
629,2013,Unprovoked,BAHAMAS,unknown,unknown,unknown,M,Leg injured,Morning,0,1,unknown,aut
630,2013,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",Casting a net,M,Lacerations to left calf,Afternoon,0,1,unknown,aut
644,2013,Unprovoked,USA,Hawaii,"Ulua Beach, Maui",Snorkeling,F,"Lacerations to hand, face and torso",unknown,0,1,unknown,sum
645,2013,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,Foot bitten,Afternoon,0,1,unknown,sum
647,2013,Unprovoked,MEXICO,Quintana Roo,unknown,Wading,F,Hip bitten,unknown,0,1,unknown,sum
648,2013,Unprovoked,USA,Hawaii,"White Plains Beach, Oahu",Surfing,M,Lower leg bitten,Morning,0,1,unknown,sum
651,2013,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,F,FATAL,unknown,1,0,tiger,sum
822,2012,Unprovoked,BAHAMAS,unknown,Cat Island,"Diving, photographing sharks",M,"No injury, shark grabbed his camera",Afternoon,0,1,white,aut
733,2012,Unprovoked,NIGERIA,Delta,Oboro,Bathing,F,Laceration to right leg,Morning,0,1,unknown,aut
719,2012,Unprovoked,NEW ZEALAND,South Island,"Sunday Cove, Fiordland",Scuba diving,F,"No injury, shark grabbed hood",Afternoon,0,1,unknown,win
802,2012,Unprovoked,USA,Florida,"Sanibel Island, Lee County",unknown,M,Right shin bitten,Afternoon,0,1,tiger,spr
790,2012,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Wading,F,Foot bitten,Morning,0,1,unknown,spr
803,2012,Unprovoked,AUSTRALIA,Western Australia,Stratham Beach,Scuba diving,M,FATAL,Morning,1,0,white,spr
757,2012,Unprovoked,USA,California,"Topanga Beach, Los Angeles County",Surfing,M,"No injury, surfer knocked off board when shark struck surfboard",Afternoon,0,1,sandtiger,sum
758,2012,Unprovoked,AUSTRALIA,South Australia,Streaky Bay,Surfing,M,Lacerations to torso & arm,unknown,0,1,unknown,sum
712,2012,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Swimming,M,Lower leg or ankle bitten,Afternoon,0,1,unknown,win
749,2012,Provoked,SCOTLAND,Inner Hebrides,Off the Isle of Islay,Shark fishing,M,"No injury, shoe bitten by hooked and landed shark PROVOKED INCIDENT",Afternoon,0,1,tiger,sum
726,2012,Unprovoked,USA,California,"Humboldt Bay, Eureka, Humboldt County",Surfing,M,Multiple lacerations to torso,Afternoon,0,1,unknown,aut
720,2012,Unprovoked,USA,Hawaii,"Kihei, Maui",Snorkeling,M,Lacerations to thigh & lower left leg,unknown,0,1,white,aut
759,2012,Unprovoked,USA,Hawaii,"Mahaulepu Beach, Kauai",Surfing,M,Left foot bitten,unknown,0,1,blacktip,sum
760,2012,Unprovoked,USA,Massachusetts,"Ballston Beach, Truro, Cape Cod",Body surfing,M,Lacerations to both legs below the knees,unknown,0,1,unknown,sum
713,2012,Unprovoked,AUSTRALIA,New South Wales,Between Dee Why and Long Reef,Surfing,M,"No injury, chunk missing from surfboard",Afternoon,0,1,blacktip,win
791,2012,Unprovoked,MEXICO,Guerrero," Boca de la Leña, La Unión",Free diving / spearfishing,M,Left hand severed,unknown,0,1,bull,spr
714,2012,Unprovoked,AUSTRALIA,New South Wales,"Kylie's Beach, Diamond Head",Paddle boarding,M,Lacerations to thigh and hand,Afternoon,0,1,blacktip,win
750,2012,Unprovoked,AUSTRALIA,Western Australia,Red Bluff near Quobba Station,Surfing,M,Lacerations to torso and arm,Afternoon,0,1,unknown,sum
727,2012,Unprovoked,USA,Hawaii,"Makena Landing, Maui",Swimming,F,"Puncture wounds to thigh, defense wounds  to hand",Afternoon,0,1,unknown,aut
820,2012,Unprovoked,USA,Hawaii,Lanai,Snorkeling,unknown,"No injury, shark bit swim fin",unknown,0,1,unknown,win
772,2012,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Swimming,M,Thigh bitten,unknown,0,1,unknown,sum
773,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Nip to left foot,Afternoon,0,1,unknown,sum
774,2012,Unprovoked,USA,Hawaii,"Kahana Beach, Maui",Sitting in the water,F,Laceration to left calf,unknown,0,1,white,sum
816,2012,Provoked,USA,Florida,"Palm Beach Inlet, Palm Beach County",Kite Surfing,M,Laceration to right foot when he struck a shark PROVOKED INCIDENT,unknown,0,1,unknown,win
751,2012,Unprovoked,BRAZIL,Pernambuco,"Coral Cove, Cabo de Santo Agostinho",Swimming,M,FATAL,Afternoon,1,0,tiger,sum
736,2012,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,Lacerations to left forearm,Morning,0,1,nurse,aut
817,2012,Unprovoked,AUSTRALIA,New South Wales,Broughton Island,Fishing,M,Laceration to left foot,Afternoon,0,1,unknown,win
715,2012,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,M,FATAL,Morning,1,0,white,win
737,2012,Unprovoked,USA,Florida,"Spanish House Beach, Brevard County",Surfing,M,Left foot bitten,Afternoon,0,1,unknown,aut
804,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Minor lacerations to foot,Afternoon,0,1,unknown,spr
728,2012,Unprovoked,USA,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,M,FATAL,Afternoon,1,0,unknown,aut
792,2012,Unprovoked,USA,Florida,"Jacksonville, Duval County",Surfing,M,Lacerations to foot,Afternoon,0,1,white,spr
762,2012,Unprovoked,REUNION,Trois-Bassins,unknown,Surfing,M,FATAL,unknown,1,0,unknown,sum
722,2012,Unprovoked,MEXICO,Sinaloa,Nuevo Altata,Swimming,M,FATAL,Afternoon,1,0,unknown,aut
805,2012,Boating,AUSTRALIA,Western Australia,Kalbarri,Crayfishing,unknown,"No injury to occupants. Shark bit propelle, rope & crayfish float",unknown,0,1,zambesi,spr
775,2012,Unprovoked,AUSTRALIA,Tasmania,South Cape Bay,Surfing,M,"Knocked off board, shark bit nose off surfboard",Morning,0,1,unknown,sum
776,2012,Unprovoked,USA,Florida,"Bathtub Reef  Beach, Stuart, Martin County",Swimming,M,Minor injury,unknown,0,1,unknown,sum
793,2012,Boating,USA,Hawaii,"Iroquiois Point, Oahu",Kayak Fishing,M,"No injury, teethmarks in kayak",unknown,0,1,unknown,spr
806,2012,Unprovoked,AUSTRALIA,Queensland,Nobby's Beach,Surfing,M,Lacerations to left calf,Morning,0,1,tiger,spr
777,2012,Unprovoked,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth",Surf skiing ,M,"No injury, ski severely damaged",Afternoon,0,1,white,sum
818,2012,Boating,SOUTH AFRICA,Western Cape Province,Strandfontein,Fishing,unknown,"No injury to occupants, boat damaged",Afternoon,0,1,unknown,win
729,2012,Unprovoked,USA,Florida,"Seaport, Brevard County",unknown,F,Left calf bitten,unknown,0,1,lemon,aut
723,2012,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,Minor lacerations to left foot & heel,Morning,0,1,blue,aut
821,2012,Unprovoked,AUSTRALIA,Western Australia,Coral Bay,Snorkeling,M,Lacerations to right forearm,unknown,0,1,unknown,win
716,2012,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Surfing,M,No injury,unknown,0,1,white,win
798,2012,Unprovoked,USA,Florida,"Indialantic, Brevard County",Surfing,M,Lacerations to hand,Morning,0,1,white,spr
799,2012,Unprovoked,SOUTH AFRICA,Western Cape Province,Caves near Kogel Bay,Body boarding,M,FATAL,Afternoon,1,0,reef,spr
730,2012,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Minor bite to ankle,unknown,0,1,unknown,aut
731,2012,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui",Paddle boarding,M,"No injury, board bitten",Morning,0,1,unknown,aut
779,2012,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Wading,F,Numerous puncture wounds to leg ,Afternoon,0,1,bull,sum
823,2012,Provoked,TAIWAN,Taitung ,Taimali,Fishing,M,Bitten on left thigh     PROVOKED ACCIDENT,Afternoon,0,1,sandtiger,win
824,2012,Unprovoked,AUSTRALIA,New South Wales,Redhead Beach,Surfing,M,Lacerations to thigh,unknown,0,1,unknown,win
738,2012,Unprovoked,USA,Florida," Cocoa Beach, Brevard  County",Surfing,M,Foot bitten,Afternoon,0,1,unknown,aut
794,2012,Unprovoked,FIJI,unknown,Matacucu Reef ,Spearfishing,M,Lacerations to head,Afternoon,0,1,unknown,spr
807,2012,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Surfing,M,Left forearm bitten,unknown,0,1,unknown,spr
780,2012,Provoked,USA,Florida,"Summerland Key, Monroe County",Fishing,M,Superficial injury to calf by hooked shark PROVOKED ACCIDENT,unknown,0,1,unknown,sum
825,2012,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Swimming,M,FATAL,Morning,1,0,unknown,win
752,2012,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Wading or swimming,M,Lacerations to leg,Afternoon,0,1,unknown,sum
808,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,Bitten on ankle,Afternoon,0,1,unknown,spr
809,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Bitten on calf,Afternoon,0,1,unknown,spr
781,2012,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,F,Foot & hand bitten,Afternoon,0,1,unknown,sum
782,2012,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,M,Minor injury,Afternoon,0,1,bull,sum
783,2012,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,M,Calf bitten,Afternoon,0,1,reef,sum
784,2012,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,M,Laceration to right foot,Morning,0,1,unknown,sum
765,2012,Unprovoked,AUSTRALIA,Western Australia,Off Wedge Island,Surfing,M,FATAL,unknown,1,0,unknown,sum
826,2012,Unprovoked,USA,Oregon,"Lincoln City, Lincoln County",Surfing,M,"No injury, surfboard damaged",Afternoon,0,1,unknown,win
795,2012,Boating,USA,California,"Leffingwell Landing, Cambria,  San Luis Obispo County",Kayaking / Fishing,M,"No injury, kayaker fell in the water when kayak bitten by a shark",Afternoon,0,1,bull,spr
785,2012,Unprovoked,AUSTRALIA,Victoria,Port Campbell,Surfing,M,Laceration to right foot,unknown,0,1,bull,sum
753,2012,Boating,AUSTRALIA,Western Australia,Ocean Reef,Fishing,unknown,"No injury, shark grabbed outboard motor",Afternoon,0,1,unknown,sum
800,2012,Boating,AUSTRALIA,South Australia,"Dolphin Bay, Innes National Park",Kayaking,M,Minor wound to his thigh when shark bit kayak,Afternoon,0,1,white,spr
739,2012,Unprovoked,TONGA,Vava'u,Eueiki Island,Swimming,F,Injuries to thighs & buttocks,Afternoon,0,1,bull,aut
734,2012,Unprovoked,USA,California,"Davenport Landing, Santa Cruz County",Windsurfing,M,"No ijnury to boardrider, shark struck board breaking the mast",Morning,0,1,white,aut
786,2012,Provoked,ITALY,Sardinia,Muravera,Attempting to rescue an injured & beached shark,M,Lower left leg injured PROVOKED ACCIDENT,Afternoon,1,0,tiger,sum
740,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,unknown,Minor injury to elbow,Afternoon,0,1,unknown,aut
796,2012,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,F,Upper left thigh bitten,Afternoon,0,1,unknown,spr
741,2012,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Surfing,M,Right foot bitten,Afternoon,0,1,unknown,aut
742,2012,Unprovoked,USA,Florida,"South Beach, Miami-Dade County",Swimming,M,Lacerations to right calf,Morning,0,1,unknown,aut
766,2012,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Swimming,F,Lacerations to right ankle and calf,unknown,0,1,unknown,sum
754,2012,Unprovoked,USA,Florida,Key Largo,Free diving ,M,Lacerations to little finger of left hand,unknown,0,1,unknown,sum
767,2012,Unprovoked,BAHAMAS,Eleuthera,unknown,Spearfishing,M,Lacerations to right leg,Afternoon,0,1,unknown,sum
769,2012,Boating,USA,California,"Pleasure Point, Santa Cruz County",Kayaking,M,"No injury, kayak bitten",Morning,0,1,unknown,sum
743,2012,Unprovoked,USA,Florida,"Neptune Beach, Duval County",Surfing,M,Right calf bitten,Morning,0,1,tiger,aut
744,2012,Unprovoked,USA,Florida,"St. Augustine Beach, St. John's County",Surfing,M,Lacerations to foot,Morning,0,1,tiger,aut
797,2012,Unprovoked,USA,California,Off Catalina Island,Paddle boarding,F,"No injury, shark bit paddleboard",Afternoon,0,1,unknown,spr
810,2012,Unprovoked,NEW ZEALAND,North Island,"Opunake, Taranake",Surfing,M,Lacerations to left calf,unknown,0,1,unknown,spr
811,2012,Provoked,AUSTRALIA,Victoria,"Shipwreck Cove, Melbourne Aquarium","Diving, feeding sharks",F,Superficial lacerations to right side of face PROVOKED ACCIDENT,unknown,0,1,unknown,spr
770,2012,Unprovoked,SOUTH AFRICA,Western Cape Province,"Sandstrand, Jongensfontein",Surfing,M,Lacerattions to left thigh & knee,Afternoon,0,1,unknown,sum
819,2012,Unprovoked,AUSTRALIA,Queensland,Wurtulla,Surfing,M,"No injury, but fin lost from surfboard",Afternoon,0,1,unknown,win
755,2012,Unprovoked,REUNION,Saint Leu,unknown,Surfing,M,Right hand and foot severed,Afternoon,0,1,unknown,sum
812,2012,Unprovoked,REUNION,Saint-Benoit,Port de la Marine,Body boarding,M,"No injury, board bitten",Afternoon,0,1,unknown,spr
717,2012,Unprovoked,USA,Hawaii,Kauai,Surfing,M,Lacerations to left foot,Afternoon,0,1,white,win
745,2012,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,Puncture wounds to hand,Afternoon,0,1,unknown,aut
724,2012,Unprovoked,USA,Hawaii,"Makena Landing, Maui",Diving,M,Right lower leg and foot bitten,Afternoon,0,1,unknown,aut
725,2012,Unprovoked,USA,Hawaii,"Davidson's Surf Break, Kekaha, Kaua'i",Surfing,M,"No injury, surfboard bitten",Morning,0,1,unknown,aut
813,2012,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Kite Surfing,M,Lacerations to left calf,unknown,0,1,white,spr
756,2012,Unprovoked,FRENCH POLYNESIA,Tuamotus,Kaukura Atoll,Spearfishing,M,Shoulder bitten,Morning,0,1,tiger,sum
787,2012,Unprovoked,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle",Surf skiing ,M,"No injury, ski bitten",unknown,0,1,unknown,sum
827,2012,Unprovoked,AUSTRALIA,New South Wales,North Avoca Beach,Surfing,M,Right forearm and wrist injured,Afternoon,0,1,reef,win
801,2012,Unprovoked,USA,Hawaii,"Leftovers near Chun's Reef, Oahu",Surfing,M,Lacerations to left foot,unknown,0,1,white,spr
746,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,F,Puncture wounds to calf and hand,unknown,0,1,lemon,aut
747,2012,Provoked,USA,Hawaii,"Spreckelsville, Maui",Spearfishing,unknown,Minor laceration to hand  PROVOKED INCIDENT,Afternoon,0,1,white,aut
748,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming or boogie boarding,F,Puncture wound to left ankle,Afternoon,0,1,unknown,aut
735,2012,Unprovoked,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth",Bodyboarding,M,"No injury, but swim fin bitten & torn",Afternoon,0,1,unknown,aut
788,2012,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Surfing,F,Laceration to thigh,Afternoon,0,1,unknown,sum
789,2012,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,M,Severe laceration to foot,Afternoon,0,1,bull,sum
